net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,1,2_v_5,2,both,319,532,0.599624060150376,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,both,296,532,0.556390977443609,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,both,295,532,0.5545112781954887,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,present,261,266,0.981203007518797,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,present,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,both,527,532,0.9906015037593985,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,both,529,532,0.9943609022556391,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,both,528,532,0.9924812030075187,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,present,260,266,0.9774436090225563,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,present,187,266,0.7030075187969925,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,present,89,266,0.33458646616541354,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,absent,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,absent,258,266,0.9699248120300752,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,absent,251,266,0.943609022556391,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,both,523,532,0.9830827067669173,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,both,445,532,0.8364661654135338,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,both,340,532,0.6390977443609023,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,present,202,266,0.7593984962406015,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,present,129,266,0.4849624060150376,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,present,103,266,0.38721804511278196,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,present,132,266,0.49624060150375937,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,absent,161,266,0.6052631578947368,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,absent,189,266,0.7105263157894737,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,absent,186,266,0.6992481203007519,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,absent,158,266,0.5939849624060151,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,both,363,532,0.6823308270676691,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,both,318,532,0.5977443609022557,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,both,289,532,0.543233082706767,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,both,290,532,0.5451127819548872,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,present,255,266,0.9586466165413534,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,present,261,266,0.981203007518797,,,
